,timetweet,favcount,retwcount,id,name,text_clean,text_preprocessed,polarity_score,polarity
1106,2022-10-19 13:43:45,0,0,1582729214583005184,vianicantiq,kominfo mengungkapkan eksiisi teknologi metaverse akan memuka kesempatan agi masyarakat untuk mendorak atas ruang untuk mengakses pendidikan serta memerikan pengalaman kaya dan ereda dalam moda perdagangan untuk menggerakkan ekonomin nn,"['kominfo', 'eksiisi', 'teknologi', 'metaverse', 'muka', 'sempat', 'agi', 'masyarakat', 'mendorak', 'ruang', 'akses', 'didik', 'meri', 'alam', 'kaya', 'ereda', 'moda', 'dagang', 'gerak', 'ekonomin', 'nn']",0,neutral
1108,2022-10-19 13:41:29,0,0,1582728646372253697,GarudaWisnu11,eksiisi teknologi metaverse akan memuka kesempatan masyarakat indonesia untuk mendorak atasatas ruang untuk mengakses pendidikan serta memerikan pengalaman kaya dan ereda dlm moda perdagangan untuk menggerakkan ekonomin n,"['eksiisi', 'teknologi', 'metaverse', 'muka', 'sempat', 'masyarakat', 'indonesia', 'mendorak', 'atasatas', 'ruang', 'akses', 'didik', 'meri', 'alam', 'kaya', 'ereda', 'dlm', 'moda', 'dagang', 'gerak', 'ekonomin', 'n']",0,neutral
1109,2022-10-19 13:41:11,0,0,1582728571881066496,Prabu_dasamuka,wisnu    keren kominfo hadirkan metaverse di ktt g,"['wisnu', 'keren', 'kominfo', 'hadir', 'metaverse', 'ktt', 'g']",-1,negative
1110,2022-10-19 13:40:51,0,0,1582728486329802752,sushifromchina,mau uarin kominfo neh iar semuanya isa edit mengedit sendiri,"['uarin', 'kominfo', 'neh', 'iar', 'isa', 'edit', 'edit']",0,neutral
1111,2022-10-19 13:40:07,1,0,1582728300832530435,Gajah_Mada01,eksiisi teknologi metaverse ini akan dipamerkan dalam acara digital transformation exhiition seagai sentuhan dan pengalaman awal untuk mengetahui manfaat dan potensi dari teknologi terseut di indonesia nantinyan n,"['eksiisi', 'teknologi', 'metaverse', 'pamer', 'acara', 'digital', 'transformation', 'exhiition', 'aga', 'sentuh', 'alam', 'manfaat', 'potensi', 'teknologi', 'terseut', 'indonesia', 'nantinyan', 'n']",5,positive
1113,2022-10-19 13:38:47,1,0,1582727965636366338,babegalak1,meta indonesia kominfo dan wir erkolaorasi hadirkan teknologi metaverse puncak ktt g pada  hingga  novemer mendatang di ali n n,"['meta', 'indonesia', 'kominfo', 'wir', 'erkolaorasi', 'hadir', 'teknologi', 'metaverse', 'puncak', 'ktt', 'g', 'novemer', 'ali', 'n', 'n']",-4,negative
1114,2022-10-19 13:36:56,0,0,1582727500274114562,PandawaNusa21,kominfo entuk satgas kampanye digital di pemilu  pandawa nusantara harus ada ruang lingkup kerja yang jelas  indo post news,"['kominfo', 'entuk', 'satgas', 'kampanye', 'digital', 'milu', 'pandawa', 'nusantara', 'ruang', 'lingkup', 'kerja', 'indo', 'post', 'news']",-6,negative
1115,2022-10-19 13:36:37,1,0,1582727421773897728,Gajah_Mada01,direktur pemerdayaan informatika kemkominfo onifasius wahyu pudjianto menyampaikan perlunya aparatur sipil negara asn menyesuaikan diri dengan perkemangan teknologin n n,"['direktur', 'daya', 'informatika', 'kemkominfo', 'onifasius', 'wahyu', 'pudjianto', 'aparatur', 'sipil', 'negara', 'asn', 'sesuai', 'kemang', 'teknologin', 'n', 'n']",10,positive
1116,2022-10-19 13:36:06,0,0,1582727292589338624,Elbarak_,kementerian komunikasi dan informatika kominfo tengah mementuk satuan tugas satgas untuk menjaga keamanan ruang digital pada pemilihan umum serentak n,"['menteri', 'komunikasi', 'informatika', 'kominfo', 'mementuk', 'satu', 'tugas', 'satgas', 'jaga', 'aman', 'ruang', 'digital', 'pilih', 'serentak', 'n']",-4,negative
1117,2022-10-19 13:35:39,0,0,1582727177187229696,GarudaWisnu11,sekretaris jenderal kemenkes kunta wiawa dasa nugraha mengatakan kemenkes memiliki strategi transformasi digital kesehatan tahun  xexx  untuk mewujudkan layanan kesehatan yang optimal erasiskan teknologin n n,"['sekretaris', 'jenderal', 'kemenkes', 'kunta', 'wiawa', 'dasa', 'nugraha', 'kemenkes', 'milik', 'strategi', 'transformasi', 'digital', 'sehat', 'xexx', 'wujud', 'layan', 'sehat', 'optimal', 'erasiskan', 'teknologin', 'n', 'n']",9,positive
1118,2022-10-19 13:34:26,0,0,1582726869559828480,juarajuntak,saya protes y tweet johny g plate icara ahy capres anies di kantor kominfo eh twitter agak macet sejak itu di hp saya,"['protes', 'y', 'tweet', 'johny', 'g', 'plate', 'icara', 'ahy', 'capres', 'anies', 'kantor', 'kominfo', 'eh', 'twitter', 'macet', 'hp']",-3,negative
1119,2022-10-19 13:34:19,0,0,1582726842460803073,babegalak1,risiko keamanan digital teragi menjadi dua yaitu risiko pulik dan risiko lemaga risiko pulik misalnya ketidaktepatan informasi  nsedangkan risiko lemaga seperti data pasien oleh pihak rumah sakit yg erpotensi ocorn n n,"['risiko', 'aman', 'digital', 'ragi', 'risiko', 'pulik', 'risiko', 'laga', 'risiko', 'pulik', 'ketidaktepatan', 'informasi', 'nsedangkan', 'risiko', 'laga', 'data', 'pasien', 'rumah', 'sakit', 'yg', 'erpotensi', 'ocorn', 'n', 'n']",-21,negative
1120,2022-10-19 13:33:24,0,2,1582726611496882176,YRadianto1,avp  ekerjasama dengan meta indonesia dan wir menghadirkan eksiisi teknologi metaverse di ktt g    novemerxexxa,"['avp', 'ekerjasama', 'meta', 'indonesia', 'wir', 'hadir', 'eksiisi', 'teknologi', 'metaverse', 'ktt', 'g', 'novemerxexxa']",-1,negative
1122,2022-10-19 13:30:36,0,0,1582725905398439936,GarudaWisnu11,kegiatan kampanye pemilu yg dulu dilakukan di ruang fisik namun ketika  kampanye isa dilakukan di ruang digital salah satunya media sosialn n n,"['giat', 'kampanye', 'milu', 'yg', 'ruang', 'fisik', 'kampanye', 'isa', 'ruang', 'digital', 'salah', 'satu', 'media', 'sosialn', 'n', 'n']",-2,negative
1123,2022-10-19 13:30:30,2,1,1582725881025683456,SydneyX5w,kominfo sedang merancang satuan tugas satgas untuk menjaga keamananxcxaruang digital pada pemilu n n,"['kominfo', 'rancang', 'satu', 'tugas', 'satgas', 'jaga', 'keamananxcxaruang', 'digital', 'milu', 'n', 'n']",0,neutral
1125,2022-10-19 13:29:31,0,0,1582725635264630784,Gajah_Mada01,pelaksanaan pemilu di indonesia mulai eruah sejak penggunaan media sosial masif di kalangan masyarakat terutama aspek yang paling eruah adalah kampanye n n n,"['laksana', 'milu', 'indonesia', 'eruah', 'guna', 'media', 'sosial', 'masif', 'kalang', 'masyarakat', 'aspek', 'eruah', 'kampanye', 'n', 'n', 'n']",4,positive
1126,2022-10-19 13:29:17,0,0,1582725576762462208,vianicantiq,kementerian komunikasi dan informatika kominfo akan menggandeng media dan konsultan internasional demi mengoptimalikan pelaksanaan strategi komunikasi pulik presidensi g indonesia n nnn,"['menteri', 'komunikasi', 'informatika', 'kominfo', 'gandeng', 'media', 'konsultan', 'internasional', 'mengoptimalikan', 'laksana', 'strategi', 'komunikasi', 'pulik', 'presidensi', 'g', 'indonesia', 'n', 'nnn']",-4,negative
1127,2022-10-19 13:27:51,0,0,1582725215330611202,babegalak1,kementerian komunikasi dan informatika  tengah mementuk satuan tugas satgas untuk menjaga keamanan ruang digital pada pemilihan umum serentak n n n,"['menteri', 'komunikasi', 'informatika', 'mementuk', 'satu', 'tugas', 'satgas', 'jaga', 'aman', 'ruang', 'digital', 'pilih', 'serentak', 'n', 'n', 'n']",-4,negative
1128,2022-10-19 13:26:57,2,2,1582724988884332544,vita_AVP,ekerjasama dengan meta indonesia dan wir menghadirkan eksiisi teknologi metaverse di ktt g    novemer di alinnsemua orang dengan hp dan sinyal g dapat hadir di dalam acara digital transformation exhiition terseutnn n,"['ekerjasama', 'meta', 'indonesia', 'wir', 'hadir', 'eksiisi', 'teknologi', 'metaverse', 'ktt', 'g', 'novemer', 'alinnsemua', 'orang', 'hp', 'sinyal', 'g', 'hadir', 'acara', 'digital', 'transformation', 'exhiition', 'terseutnn', 'n']",-2,negative
1129,2022-10-19 13:24:49,0,0,1582724450570862592,Elbarak_,kominfo akan menggandeng media dan konsultan internasional demi mengoptimalisasi pelaksanaan strategi komunikasi pulik presidensi g indonesiannn,"['kominfo', 'gandeng', 'media', 'konsultan', 'internasional', 'optimalisasi', 'laksana', 'strategi', 'komunikasi', 'pulik', 'presidensi', 'g', 'indonesiannn']",-2,negative
1130,2022-10-19 13:21:55,2,0,1582723721168826370,diskominfolutim,xfxdxxxfxdxxaaxfxdxxacxfxdxxaa xfxdxxfxfxdxxexfxdxxaxfxdxxaaxfxdxxa xfxdxxdxfxdxxxfxdxxexfxdxxd  xfxdxxxfxdxxaxfxdxxaxfxdxxcxfxdxxdxfxdxxxfxdxxaxfxdxxcxfxdxxxfxdxxxfxdxxa xfxdxxxfxdxxxfxdxxxfxdxx xfxdxxxfxdxxxfxdxxf xfxdxxexfxdxxaaxfxdxxaxfxdxxaxfxdxxaxfxdxxa xfxdxxaxfxdxxa nnlengkapnya di xfxfxx,"['xfxdxxxfxdxxaaxfxdxxacxfxdxxaa', 'xfxdxxfxfxdxxexfxdxxaxfxdxxaaxfxdxxa', 'xfxdxxdxfxdxxxfxdxxexfxdxxd', 'xfxdxxxfxdxxaxfxdxxaxfxdxxcxfxdxxdxfxdxxxfxdxxaxfxdxxcxfxdxxxfxdxxxfxdxxa', 'xfxdxxxfxdxxxfxdxxxfxdxx', 'xfxdxxxfxdxxxfxdxxf', 'xfxdxxexfxdxxaaxfxdxxaxfxdxxaxfxdxxaxfxdxxa', 'xfxdxxaxfxdxxa', 'nnlengkapnya', 'xfxfxx']",0,neutral
1133,2022-10-19 13:19:28,0,0,1582723106010898433,Gajah_Mada01,menteri komunikasi dan informatika johnny g plate mengatakan kominfo erupaya memastikan penyelenggaraan pemilu erlangsung dengan aik agar menghasilkan para pemimpin yang legitimaten n n,"['menteri', 'komunikasi', 'informatika', 'johnny', 'g', 'plate', 'kominfo', 'erupaya', 'selenggara', 'milu', 'erlangsung', 'aik', 'hasil', 'pimpin', 'legitimaten', 'n', 'n']",4,positive
1134,2022-10-19 13:18:34,2,0,1582722877056745472,SydneyX5w,kominfo  penyelenggaraan igdx mendorong tumuh dan erkemangnya para profesional di idang gamenn n,"['kominfo', 'selenggara', 'igdx', 'dorong', 'tumuh', 'erkemangnya', 'profesional', 'idang', 'gamenn', 'n']",3,positive
1135,2022-10-19 13:18:03,0,0,1582722749314715649,nandaprimas,mento eastlue  mlgkota   kominfo malang,"['mento', 'eastlue', 'mlgkota', 'kominfo', 'malang']",-5,negative
1136,2022-10-19 13:16:37,2,0,1582722386377707522,SydneyX5w,kominfo akan menggandeng media dan konsultan internasional demi mengoptimalikan pelaksanaan strategi komunikasi pulik presidensi g indonesiannn,"['kominfo', 'gandeng', 'media', 'konsultan', 'internasional', 'mengoptimalikan', 'laksana', 'strategi', 'komunikasi', 'pulik', 'presidensi', 'g', 'indonesiannn']",-2,negative
1137,2022-10-19 13:16:29,0,0,1582722355344076800,bpjkalongan,sahaat npekerjaan pemeliharaan rutin ruas randudongkal  eliknn n n njtg,"['sahaat', 'npekerjaan', 'pelihara', 'rutin', 'ruas', 'randudongkal', 'eliknn', 'n', 'n', 'njtg']",3,positive
1142,2022-10-19 13:15:37,1,0,1582722136309125121,SydneyX5w,nantinya metaverse yang diawa oleh meta dan kominfo akan memerikan gamaran dua sektor yaitu perdagangan dan juga pendidikannnnn,"['metaverse', 'awa', 'meta', 'kominfo', 'meri', 'gamaran', 'sektor', 'dagang', 'pendidikannnnn']",0,neutral
1143,2022-10-19 13:15:17,0,0,1582722054268551170,bpjkalongan,sahaat npekerjaan pemeliharaan rutin ruas moga  morongsonn n n njtg,"['sahaat', 'npekerjaan', 'pelihara', 'rutin', 'ruas', 'moga', 'morongsonn', 'n', 'n', 'njtg']",4,positive
1152,2022-10-19 13:14:19,1,0,1582721810940170241,SydneyX5w,ekosistem digital yang sehat kominfo keamanan data kesehatan jadi prioritasnnada eragam risiko keamanan digital di sektor kesehatan yang kurang disadari oleh pasien maupun pengelola sistemnn n,"['ekosistem', 'digital', 'sehat', 'kominfo', 'aman', 'data', 'sehat', 'prioritasnnada', 'eragam', 'risiko', 'aman', 'digital', 'sektor', 'sehat', 'sadar', 'pasien', 'kelola', 'sistemnn', 'n']",4,positive
1153,2022-10-19 13:14:02,1,1,1582721738210652160,Jifi,kementerian komunikasi dan informatika kominfo akan menggandeng media dan konsultan internasional demi mengoptimalikan pelaksanaan strategi komunikasi pulik presidensi g indonesia n n nn,"['menteri', 'komunikasi', 'informatika', 'kominfo', 'gandeng', 'media', 'konsultan', 'internasional', 'mengoptimalikan', 'laksana', 'strategi', 'komunikasi', 'pulik', 'presidensi', 'g', 'indonesia', 'n', 'n', 'nn']",-4,negative
1156,2022-10-19 13:12:05,0,0,1582721246768533504,SydneyX5w,tengah mementuk satuan tugas satgas untuk menjaga keamanan ruang digital pada pemilihan umum serentak n n,"['mementuk', 'satu', 'tugas', 'satgas', 'jaga', 'aman', 'ruang', 'digital', 'pilih', 'serentak', 'n', 'n']",-2,negative
1157,2022-10-19 13:11:46,0,0,1582721168876134400,back2yara,jam kemudian jadi mentri kominfo,"['jam', 'tri', 'kominfo']",0,neutral
1158,2022-10-19 13:08:46,0,0,1582720411158343681,Elbarak_,meta indonesia kominfo dan wir erkolaorasi hadirkan teknologi metaverse puncak ktt g pada  hingga  novemer mendatang di alinnn,"['meta', 'indonesia', 'kominfo', 'wir', 'erkolaorasi', 'hadir', 'teknologi', 'metaverse', 'puncak', 'ktt', 'g', 'novemer', 'alinnn']",-4,negative
1159,2022-10-19 13:07:05,0,0,1582719987642667009,SydneyX5w,mantap kominfo dukung progamers isa menjadi profesi menjanjikannn akan terus mendukung perkemangan ekosistem industri game di indonesiannn,"['mantap', 'kominfo', 'dukung', 'progamers', 'isa', 'profesi', 'menjanjikannn', 'dukung', 'kemang', 'ekosistem', 'industri', 'game', 'indonesiannn']",15,positive
1160,2022-10-19 13:03:53,1,0,1582719182021750785,Spy_Zone85,eksiisi teknologi metaverse akan memuka kesempatan agi masyarakat indonesia utk mendorak atasatas ruang untuk mengakses pendidikan serta memerikan pengalaman kaya dan ereda dalam moda perdagangan utk menggerakkan ekonomin n,"['eksiisi', 'teknologi', 'metaverse', 'muka', 'sempat', 'agi', 'masyarakat', 'indonesia', 'utk', 'mendorak', 'atasatas', 'ruang', 'akses', 'didik', 'meri', 'alam', 'kaya', 'ereda', 'moda', 'dagang', 'utk', 'gerak', 'ekonomin', 'n']",0,neutral
1161,2022-10-19 13:02:54,1,0,1582718936533303296,AryPrasetyo_85,meta indonesia kominfo dan wir erkolaorasi hadirkan teknologi metaverse puncak ktt g pada  hingga  novemer mendatang di ali n  nn,"['meta', 'indonesia', 'kominfo', 'wir', 'erkolaorasi', 'hadir', 'teknologi', 'metaverse', 'puncak', 'ktt', 'g', 'novemer', 'ali', 'n', 'nn']",-4,negative
1162,2022-10-19 13:02:24,0,0,1582718811329155078,diskominfolutim,xfxdxxexfxdxxaaxfxdxxxfxdxxaxfxdxxexfxdxxxfxdxxaxfxdxxae xfxdxxdxfxdxxaaxfxdxxaxfxdxx xfxdxxxfxdxxaxfxdxxaxfxdxxxfxdxxaxfxdxxexfxdxxdxfxdxxxfxdxxa xfxdxxxfxdxxaxfxdxxaxfxdxxaxfxdxxaxfxdxxaxfxdxxaxfxdxxaxfxdxxaxfxdxxxfxdxxaxfxdxxe xfxdxxxfxdxxaaxfxdxxaxfxdxxexfxdxxaxfxdxxaaxfxdxxaxfxdxxaaxfxdxxa xfxdxxxfxdxxaxfxdxxaxfxdxxxfxdxxaxfxdxxaxfxdxx xfxdxxdxfxdxxaxfxdxxaxfxdxxxfxdxxfxfxdxxxfxdxxa xfxdxxxfxdxxaxfxdxxaxfxdxxfxfxdxxxfxdxxaxfxdxxc xfxdxxxfxdxxxfxdxxaaxfxdxx xfxdxxaxfxdxxaxfxdxxxfxdxxaaxfxdxxaxfxdxxexfxdxxannaca di xfxfxx,"['xfxdxxexfxdxxaaxfxdxxxfxdxxaxfxdxxexfxdxxxfxdxxaxfxdxxae', 'xfxdxxdxfxdxxaaxfxdxxaxfxdxx', 'xfxdxxxfxdxxaxfxdxxaxfxdxxxfxdxxaxfxdxxexfxdxxdxfxdxxxfxdxxa', 'xfxdxxxfxdxxaxfxdxxaxfxdxxaxfxdxxaxfxdxxaxfxdxxaxfxdxxaxfxdxxaxfxdxxxfxdxxaxfxdxxe', 'xfxdxxxfxdxxaaxfxdxxaxfxdxxexfxdxxaxfxdxxaaxfxdxxaxfxdxxaaxfxdxxa', 'xfxdxxxfxdxxaxfxdxxaxfxdxxxfxdxxaxfxdxxaxfxdxx', 'xfxdxxdxfxdxxaxfxdxxaxfxdxxxfxdxxfxfxdxxxfxdxxa', 'xfxdxxxfxdxxaxfxdxxaxfxdxxfxfxdxxxfxdxxaxfxdxxc', 'xfxdxxxfxdxxxfxdxxaaxfxdxx', 'xfxdxxaxfxdxxaxfxdxxxfxdxxaaxfxdxxaxfxdxxexfxdxxannaca', 'xfxfxx']",0,neutral
1163,2022-10-19 13:02:09,1,0,1582718747760300035,Aryprasetyo85,eksiisi teknologi metaverse ini akan dipamerkan dalam acara digital transformation exhiition seagai sentuhan dan pengalaman awal untuk mengetahui manfaat dan potensi dari teknologi terseut di indonesia nantinyan  n,"['eksiisi', 'teknologi', 'metaverse', 'pamer', 'acara', 'digital', 'transformation', 'exhiition', 'aga', 'sentuh', 'alam', 'manfaat', 'potensi', 'teknologi', 'terseut', 'indonesia', 'nantinyan', 'n']",5,positive
1167,2022-10-19 13:01:16,1,0,1582718523528601600,Spy_Zone85,ekerja sama dengan media asing untuk penayangan ilm tv dengan al jazeera south china morning post times magazine loomerg dan the economist untuk distriusi rilis via newswiren n,"['ekerja', 'media', 'asing', 'tayang', 'ilm', 'tv', 'al', 'jazeera', 'south', 'china', 'morning', 'post', 'times', 'magazine', 'loomerg', 'the', 'economist', 'distriusi', 'rilis', 'via', 'newswiren', 'n']",6,positive
1168,2022-10-19 13:00:21,1,0,1582718296339931137,AryPrasetyo_85,kerja sama terseut dilakukan juga untuk perluasan penyearan informasi terkait konferensi tingkat tinggi itu di level internasionaln  n,"['kerja', 'terseut', 'luas', 'penyearan', 'informasi', 'kait', 'konferensi', 'tingkat', 'level', 'internasionaln', 'n']",8,positive
1172,2022-10-19 12:59:38,1,0,1582718115166969858,Aryprasetyo85,akan menggandeng media dan konsultan internasional demi mengoptimalikan pelaksanaan strategi komunikasi pulik presidensi g indonesian  n,"['gandeng', 'media', 'konsultan', 'internasional', 'mengoptimalikan', 'laksana', 'strategi', 'komunikasi', 'pulik', 'presidensi', 'g', 'indonesian', 'n']",-2,negative
1174,2022-10-19 12:59:31,0,0,1582718082887217161,v283tt,ngko anak e didol ng nft marah marah menyalahkan analogi permen lolipop jangan menyalahkan koran tidak terima regulasi kominfo tapi neng sosmed mencantumkan data diri lengkap xfxfxxfxfxfxax,"['ngko', 'anak', 'e', 'dol', 'ng', 'nft', 'marah', 'marah', 'salah', 'analogi', 'permen', 'lolipop', 'salah', 'koran', 'terima', 'regulasi', 'kominfo', 'neng', 'sosmed', 'cantum', 'data', 'lengkap', 'xfxfxxfxfxfxax']",-12,negative
1178,2022-10-19 12:58:02,0,30,1582717709980008448,dudeism90,data nik dukcapil utk kpu diminta oleh kominfon     fakta nik di telco ocor dijual di forumnn dilakukan penetration tesxexxa,"['data', 'nik', 'dukcapil', 'utk', 'kpu', 'kominfon', 'fakta', 'nik', 'telco', 'ocor', 'jual', 'forumnn', 'penetration', 'tesxexxa']",-5,negative
1185,2022-10-19 12:55:34,0,0,1582717090812743680,yani_purwoko,sore hari ini saya ersama asisten pemerintah kesangpol dan sudin kominfo melakukan audiensi ersama serikat media sier indonesia atau  smsi  wilayah jakarta arat smsi ini adalah gaungan para pengusaha media khusus nya media online yang erada di wilayah jakarta arat,"['sore', 'ersama', 'asisten', 'perintah', 'kesangpol', 'sudin', 'kominfo', 'audiensi', 'ersama', 'serikat', 'media', 'sier', 'indonesia', 'smsi', 'wilayah', 'jakarta', 'arat', 'smsi', 'gaung', 'usaha', 'media', 'khusus', 'nya', 'media', 'online', 'erada', 'wilayah', 'jakarta', 'arat']",-6,negative
1195,2022-10-19 12:47:23,1,0,1582715032810696705,Aryprasetyo85,akan ekerjasama dengan sejumlah lemaga untuk mengawasi pemilu  mendatang nantinya kominfo akan mementuk satuan tugas khusus atau satgasus untuk mengawasi sejumlah platform digitaln,"['ekerjasama', 'laga', 'awas', 'milu', 'kominfo', 'mementuk', 'satu', 'tugas', 'khusus', 'satgasus', 'awas', 'platform', 'digitaln']",3,positive
1198,2022-10-19 12:30:58,0,0,1582710899697418241,InfokomPMK,mari erantas hoaks dan ingat soatkom saring seelum sharingnntemukan laporan isu hoaks lainnya di,"['mari', 'erantas', 'hoaks', 'soatkom', 'saring', 'seelum', 'sharingnntemukan', 'lapor', 'isu', 'hoaks']",4,positive
1199,2022-10-19 12:30:13,0,0,1582710709590556675,Cah_Beler,kementerian kominfo akan mementuk satuan tugas satgas untuk menghadapi kampanye pemilu  di ruang digitaln,"['menteri', 'kominfo', 'mementuk', 'satu', 'tugas', 'satgas', 'hadap', 'kampanye', 'milu', 'ruang', 'digitaln']",1,positive
1201,2022-10-19 12:27:45,0,2,1582710089341112320,piyuanker12,menkominfo johnny g plate nkementerian komunikasi dan informatika kominfo tengah mementuk satuan tugas satgas untukxexxa,"['menkominfo', 'johnny', 'g', 'plate', 'nkementerian', 'komunikasi', 'informatika', 'kominfo', 'mementuk', 'satu', 'tugas', 'satgas', 'untukxexxa']",-1,negative
1204,2022-10-19 12:26:11,1,0,1582709695449419800,juarajuntak,ini gedung kominfo ukan nasdem,"['gedung', 'kominfo', 'ukan', 'nasdem']",0,neutral
1205,2022-10-19 12:24:59,1,0,1582709394935930880,juarajuntak,ini diluar urusan menteri erilah keterangan di luar gedung kominfo,"['luar', 'urus', 'menteri', 'erilah', 'terang', 'gedung', 'kominfo']",-1,negative
1209,2022-10-19 12:16:36,17,11,1582707283838259200,hyang_wisnu,awasi pemilu  kominfo akan entuk satgasus pantau platform digitalnn akan ekerjasama dengan sejumlah lemaga untuk mengawasi pemilu  mendatang nantinya kominfo akan mementuk satuan tugas khusus atau satgasus untuk mengawasi sejumlah platform digital,"['awas', 'milu', 'kominfo', 'entuk', 'satgasus', 'pantau', 'platform', 'digitalnn', 'ekerjasama', 'laga', 'awas', 'milu', 'kominfo', 'mementuk', 'satu', 'tugas', 'khusus', 'satgasus', 'awas', 'platform', 'digital']",6,positive
1211,2022-10-19 12:12:38,14,10,1582706284230758400,hyang_wisnu,terima kunjungan dues ukraina menkominfo ahas kerja sama sdm digitalnnmenkominfo johnny g plate menerima kunjungan duta esar ukraina untuk indonesia he vasyl hamianin di kantor kementerian kominfo selasa  n,"['terima', 'kunjung', 'dues', 'ukraina', 'menkominfo', 'ahas', 'kerja', 'sdm', 'digitalnnmenkominfo', 'johnny', 'g', 'plate', 'terima', 'kunjung', 'duta', 'esar', 'ukraina', 'indonesia', 'he', 'vasyl', 'hamianin', 'kantor', 'menteri', 'kominfo', 'selasa', 'n']",6,positive
1218,2022-10-19 12:08:09,15,10,1582705158882201602,hyang_wisnu,menkominfo leih dari  riu st gratis disear di jaodetaeknnmenkominfo johnny g plate mengatakan saat ini anggota asosiasi televisi swasta indonesia atvsi ersama kominfo terus menggencarkan sosialisai agar proses aso serempak erjalan maksimaln,"['menkominfo', 'leih', 'riu', 'st', 'gratis', 'disear', 'jaodetaeknnmenkominfo', 'johnny', 'g', 'plate', 'anggota', 'asosiasi', 'televisi', 'swasta', 'indonesia', 'atvsi', 'ersama', 'kominfo', 'gencar', 'sosialisai', 'proses', 'aso', 'serempak', 'erjalan', 'maksimaln']",4,positive
1219,2022-10-19 12:04:36,0,0,1582704262827503616,MangJamet,kominfo entuk satgas penjaga keamanan ruang digital pemilu xfxfxxann n,"['kominfo', 'entuk', 'satgas', 'jaga', 'aman', 'ruang', 'digital', 'milu', 'xfxfxxann', 'n']",-4,negative
1220,2022-10-19 12:00:55,0,0,1582703336100618242,Kodim14041,dandim pinrang letkol inf aris arunawan sip mip menghadiri peringatan hari jadi provinsi sulawesi selatan ke  tahun yang dilaksanakan secara virtual di jendela lasinrang gedung kominfo kaupaten pinrang,"['dandim', 'pinrang', 'letkol', 'inf', 'aris', 'arunawan', 'sip', 'mip', 'hadir', 'ingat', 'provinsi', 'sulawesi', 'selatan', 'laksana', 'virtual', 'jendela', 'lasinrang', 'gedung', 'kominfo', 'paten', 'pinrang']",-2,negative
1221,2022-10-19 12:00:01,0,0,1582703110056706052,buddykuofficial,meta gandeng kominfo dan wir group untuk hadirkan pengalaman metaverse di gn,"['meta', 'gandeng', 'kominfo', 'wir', 'group', 'hadir', 'alam', 'metaverse', 'gn']",0,neutral
1226,2022-10-19 11:55:15,1,2,1582701911395876864,CryptoKuta,menkominfo johnny g plate nkementerian komunikasi dan informatika kominfo tengah mementuk satuan tugas satgas untuk menjaga keamanan ruang digital pada pemilihan umum serentak nn,"['menkominfo', 'johnny', 'g', 'plate', 'nkementerian', 'komunikasi', 'informatika', 'kominfo', 'mementuk', 'satu', 'tugas', 'satgas', 'jaga', 'aman', 'ruang', 'digital', 'pilih', 'serentak', 'nn']",-4,negative
1237,2022-10-19 11:37:48,0,1,1582697518026018816,CryptoKuta,menkominfo johnny g plate nnxexxckominfo ekerja sama dengan media asing untuk penayangan ilm tv dengan al jazeera south chixexxa,"['menkominfo', 'johnny', 'g', 'plate', 'nnxexxckominfo', 'ekerja', 'media', 'asing', 'tayang', 'ilm', 'tv', 'al', 'jazeera', 'south', 'chixexxa']",3,positive
1238,2022-10-19 11:37:39,1,1,1582697483968204802,CryptoKuta,menkominfo johnny g plate nnxexxckominfo ekerja sama dengan media asing untuk penayangan ilm tv dengan al jazeera south china morning post times magazine loomerg dan the economist untuk distriusi rilis via newswirenn nn,"['menkominfo', 'johnny', 'g', 'plate', 'nnxexxckominfo', 'ekerja', 'media', 'asing', 'tayang', 'ilm', 'tv', 'al', 'jazeera', 'south', 'china', 'morning', 'post', 'times', 'magazine', 'loomerg', 'the', 'economist', 'distriusi', 'rilis', 'via', 'newswirenn', 'nn']",6,positive
1240,2022-10-19 11:36:35,0,0,1582697212659650560,txtdaritekdi,johnny g plate selaku menteri komunikasi dan informatika kominfo memeri klaim ahwa pusat data nasional pdn memiliki standar tertinggi di duniann  thwin jaki winwin intang emon iklan rasa film pssi jakarta utara,"['johnny', 'g', 'plate', 'menteri', 'komunikasi', 'informatika', 'kominfo', 'meri', 'klaim', 'ahwa', 'pusat', 'data', 'nasional', 'pdn', 'milik', 'standar', 'tinggi', 'duniann', 'thwin', 'jaki', 'winwin', 'intang', 'emon', 'iklan', 'film', 'pssi', 'jakarta', 'utara']",-2,negative
1241,2022-10-19 11:32:50,0,1,1582696269129973761,CryptoKuta,direktur pemerdayaan informatika kementerian komunikasi dan informatika onifasius wahyu pudjianto nnnantinyametaversexexxa,"['direktur', 'daya', 'informatika', 'menteri', 'komunikasi', 'informatika', 'onifasius', 'wahyu', 'pudjianto', 'nnnantinyametaversexexxa']",5,positive
